pres,time,temp,conductivity,sbeox0v,fluo_chl,flag,second,day_name,month,day,year,fluo_flbb,bb700,cdom,echov1,fluo_440,fluo_470,fluo_532,date
383.249,11H 41M 56.7920000000013S,13.6522,4.561483,2.2178,0.1222,0,42116.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.274,11H 41M 56.8329999999987S,13.6522,4.561504,2.219,0.1222,0,42116.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.3,11H 41M 56.875S,13.6524,4.561532,2.2202,0.121,0,42116.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.325,11H 41M 56.9170000000013S,13.6527,4.561546,2.2178,0.1186,0,42116.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.35,11H 41M 56.9579999999987S,13.6527,4.561532,2.2178,0.1174,0,42116.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.376,11H 41M 57S,13.6526,4.561483,2.219,0.1162,0,42117,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.402,11H 41M 57.0420000000013S,13.6524,4.561497,2.2202,0.1162,0,42117.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.428,11H 41M 57.0829999999987S,13.6522,4.56149,2.219,0.115,0,42117.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.454,11H 41M 57.125S,13.652,4.561504,2.2178,0.115,0,42117.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.481,11H 41M 57.1670000000013S,13.6524,4.561511,2.2202,0.115,0,42117.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.506,11H 41M 57.2079999999987S,13.6526,4.561476,2.2178,0.1162,0,42117.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.531,11H 41M 57.25S,13.6525,4.561511,2.2178,0.1162,0,42117.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.557,11H 41M 57.2920000000013S,13.6529,4.561574,2.219,0.1174,0,42117.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.583,11H 41M 57.3329999999987S,13.6527,4.561588,2.219,0.1186,0,42117.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.608,11H 41M 57.375S,13.6527,4.561525,2.2178,0.1198,0,42117.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.634,11H 41M 57.4170000000013S,13.6522,4.561434,2.219,0.121,0,42117.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.659,11H 41M 57.4579999999987S,13.6517,4.56142,2.2178,0.1222,0,42117.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.684,11H 41M 57.5S,13.6517,4.561427,2.219,0.1246,0,42117.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.708,11H 41M 57.5420000000013S,13.6512,4.561413,2.219,0.1258,0,42117.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.732,11H 41M 57.5829999999987S,13.6514,4.561392,2.2178,0.127,0,42117.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.756,11H 41M 57.625S,13.6515,4.561476,2.219,0.1283,0,42117.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.781,11H 41M 57.6670000000013S,13.6519,4.561476,2.2178,0.1295,0,42117.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.806,11H 41M 57.7079999999987S,13.6522,4.561483,2.2178,0.1307,0,42117.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.832,11H 41M 57.75S,13.6526,4.56156,2.2178,0.132,0,42117.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.858,11H 41M 57.7920000000013S,13.6524,4.561525,2.219,0.132,0,42117.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.884,11H 41M 57.8329999999987S,13.652,4.561469,2.2178,0.1344,0,42117.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.909,11H 41M 57.875S,13.6519,4.561434,2.219,0.1344,0,42117.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.935,11H 41M 57.9170000000013S,13.6512,4.561399,2.2178,0.1357,0,42117.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.961,11H 41M 57.9579999999987S,13.6511,4.561357,2.2178,0.1357,0,42117.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
383.987,11H 41M 58S,13.6511,4.561371,2.2178,0.1369,0,42118,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.014,11H 41M 58.0420000000013S,13.6509,4.561329,2.2178,0.1369,0,42118.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.04,11H 41M 58.0829999999987S,13.6506,4.561336,2.2178,0.1369,0,42118.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.067,11H 41M 58.125S,13.6507,4.56135,2.219,0.1369,0,42118.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.095,11H 41M 58.1670000000013S,13.6509,4.561336,2.2178,0.1369,0,42118.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.121,11H 41M 58.2079999999987S,13.6509,4.561343,2.219,0.1369,0,42118.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.149,11H 41M 58.25S,13.6506,4.561378,2.2178,0.1369,0,42118.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.175,11H 41M 58.2920000000013S,13.6511,4.56135,2.2178,0.1357,0,42118.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.202,11H 41M 58.3329999999987S,13.651,4.561343,2.2178,0.1369,0,42118.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.229,11H 41M 58.375S,13.6511,4.561378,2.2178,0.1357,0,42118.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.256,11H 41M 58.4170000000013S,13.6514,4.561392,2.2178,0.1357,0,42118.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.282,11H 41M 58.4579999999987S,13.6512,4.561406,2.2166,0.1369,0,42118.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.309,11H 41M 58.5S,13.6512,4.561392,2.2178,0.1369,0,42118.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.335,11H 41M 58.5420000000013S,13.6511,4.561357,2.2178,0.1382,0,42118.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.361,11H 41M 58.5829999999987S,13.6509,4.561336,2.2178,0.1369,0,42118.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.387,11H 41M 58.625S,13.6507,4.561343,2.2166,0.1382,0,42118.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.413,11H 41M 58.6670000000013S,13.6507,4.56135,2.2178,0.1382,0,42118.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.441,11H 41M 58.7079999999987S,13.6504,4.56135,2.2178,0.1369,0,42118.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.468,11H 41M 58.75S,13.6507,4.561392,2.2166,0.1369,0,42118.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.496,11H 41M 58.7920000000013S,13.6506,4.561336,2.2178,0.1369,0,42118.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.522,11H 41M 58.8329999999987S,13.6507,4.561371,2.2166,0.1357,0,42118.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.548,11H 41M 58.875S,13.6509,4.561406,2.2178,0.1357,0,42118.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.574,11H 41M 58.9170000000013S,13.6511,4.56142,2.2178,0.1357,0,42118.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.602,11H 41M 58.9579999999987S,13.6509,4.561364,2.2166,0.1344,0,42118.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.63,11H 41M 59S,13.6507,4.561378,2.2166,0.1344,0,42119,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.657,11H 41M 59.0420000000013S,13.6509,4.56135,2.2166,0.1344,0,42119.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.683,11H 41M 59.0829999999987S,13.6504,4.561343,2.2166,0.1357,0,42119.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.708,11H 41M 59.125S,13.6507,4.561379,2.2166,0.1344,0,42119.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.732,11H 41M 59.1670000000013S,13.6507,4.561393,2.2166,0.1332,0,42119.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.758,11H 41M 59.2079999999987S,13.6509,4.561407,2.2178,0.1344,0,42119.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.782,11H 41M 59.25S,13.6507,4.561393,2.2166,0.1332,0,42119.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.806,11H 41M 59.2920000000013S,13.651,4.561393,2.2166,0.132,0,42119.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.829,11H 41M 59.3329999999987S,13.6509,4.561407,2.2166,0.132,0,42119.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.853,11H 41M 59.375S,13.6509,4.561393,2.2154,0.132,0,42119.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.878,11H 41M 59.4170000000013S,13.6511,4.561393,2.2154,0.1332,0,42119.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.902,11H 41M 59.4579999999987S,13.6512,4.561393,2.2166,0.1332,0,42119.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.927,11H 41M 59.5S,13.6511,4.561379,2.2166,0.1357,0,42119.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.953,11H 41M 59.5420000000013S,13.6511,4.561386,2.2154,0.1357,0,42119.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
384.979,11H 41M 59.5829999999987S,13.651,4.561393,2.2166,0.1357,0,42119.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.003,11H 41M 59.625S,13.6507,4.561379,2.2166,0.1382,0,42119.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.028,11H 41M 59.6670000000013S,13.6507,4.561386,2.2166,0.1382,0,42119.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.052,11H 41M 59.7079999999987S,13.6509,4.561358,2.2154,0.1394,0,42119.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.078,11H 41M 59.75S,13.6509,4.561379,2.2154,0.1407,0,42119.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.103,11H 41M 59.7920000000013S,13.6507,4.561351,2.2166,0.1432,0,42119.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.128,11H 41M 59.8329999999987S,13.6504,4.561344,2.2154,0.1432,0,42119.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.153,11H 41M 59.875S,13.6504,4.561323,2.2154,0.1445,0,42119.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.179,11H 41M 59.9170000000013S,13.6503,4.561295,2.2166,0.1445,0,42119.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.205,11H 41M 59.9579999999987S,13.6506,4.561365,2.2166,0.1445,0,42119.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.233,11H 42M 0S,13.6504,4.561358,2.2154,0.1458,0,42120,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.26,11H 42M 0.0420000000012806S,13.6506,4.561351,2.2154,0.1458,0,42120.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.287,11H 42M 0.0829999999987194S,13.6503,4.561372,2.2166,0.1445,0,42120.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.314,11H 42M 0.125S,13.6506,4.561358,2.2166,0.1432,0,42120.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.342,11H 42M 0.167000000001281S,13.6502,4.561323,2.2166,0.1432,0,42120.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.369,11H 42M 0.207999999998719S,13.6503,4.561358,2.2166,0.142,0,42120.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.397,11H 42M 0.25S,13.6506,4.561386,2.2166,0.1432,0,42120.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.425,11H 42M 0.292000000001281S,13.6507,4.561414,2.2178,0.1432,0,42120.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.452,11H 42M 0.332999999998719S,13.6506,4.5614,2.2166,0.1445,0,42120.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.479,11H 42M 0.375S,13.6505,4.561379,2.2166,0.1445,0,42120.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.506,11H 42M 0.417000000001281S,13.6504,4.56133,2.2166,0.1458,0,42120.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.534,11H 42M 0.457999999998719S,13.6504,4.561337,2.2166,0.1471,0,42120.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.564,11H 42M 0.5S,13.6502,4.561351,2.2166,0.1471,0,42120.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.592,11H 42M 0.542000000001281S,13.6502,4.561337,2.2166,0.1483,0,42120.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.62,11H 42M 0.582999999998719S,13.6501,4.561316,2.2178,0.1471,0,42120.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.648,11H 42M 0.625S,13.6501,4.561316,2.2166,0.1483,0,42120.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.676,11H 42M 0.667000000001281S,13.65,4.561295,2.2154,0.1483,0,42120.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.704,11H 42M 0.707999999998719S,13.6499,4.561309,2.2166,0.1483,0,42120.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.733,11H 42M 0.75S,13.6499,4.561316,2.2166,0.1483,0,42120.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.761,11H 42M 0.792000000001281S,13.6499,4.561253,2.2166,0.1483,0,42120.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.789,11H 42M 0.832999999998719S,13.6498,4.561309,2.2166,0.1496,0,42120.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.817,11H 42M 0.875S,13.6501,4.561344,2.2166,0.1483,0,42120.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.845,11H 42M 0.917000000001281S,13.6502,4.561351,2.2154,0.1483,0,42120.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.874,11H 42M 0.957999999998719S,13.6501,4.561309,2.2166,0.1483,0,42120.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.902,11H 42M 1S,13.6498,4.561309,2.2166,0.1471,0,42121,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.93,11H 42M 1.04200000000128S,13.6501,4.561281,2.2166,0.1471,0,42121.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.957,11H 42M 1.08299999999872S,13.6499,4.561302,2.2166,0.1458,0,42121.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
385.983,11H 42M 1.125S,13.65,4.561295,2.2166,0.1445,0,42121.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.009,11H 42M 1.16700000000128S,13.6501,4.561309,2.2166,0.1432,0,42121.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.036,11H 42M 1.20799999999872S,13.6501,4.561337,2.2166,0.1432,0,42121.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.064,11H 42M 1.25S,13.6501,4.561309,2.2154,0.142,0,42121.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.091,11H 42M 1.29200000000128S,13.65,4.561309,2.2166,0.1394,0,42121.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.118,11H 42M 1.33299999999872S,13.6501,4.561316,2.2166,0.1394,0,42121.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.145,11H 42M 1.375S,13.6502,4.561372,2.2178,0.1394,0,42121.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.171,11H 42M 1.41700000000128S,13.6502,4.561407,2.2166,0.1394,0,42121.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.198,11H 42M 1.45799999999872S,13.6507,4.561393,2.2154,0.1394,0,42121.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.223,11H 42M 1.5S,13.6506,4.561393,2.2166,0.1382,0,42121.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.247,11H 42M 1.54200000000128S,13.6506,4.561379,2.2154,0.1382,0,42121.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.272,11H 42M 1.58299999999872S,13.6506,4.561386,2.2166,0.1382,0,42121.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.295,11H 42M 1.625S,13.6505,4.561393,2.2178,0.1369,0,42121.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.32,11H 42M 1.66700000000128S,13.6502,4.561393,2.2178,0.1369,0,42121.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.346,11H 42M 1.70799999999872S,13.6504,4.561351,2.2166,0.1369,0,42121.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.371,11H 42M 1.75S,13.6502,4.561344,2.2166,0.1369,0,42121.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.395,11H 42M 1.79200000000128S,13.6502,4.561379,2.2178,0.1357,0,42121.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.419,11H 42M 1.83299999999872S,13.6504,4.561358,2.2178,0.1344,0,42121.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.444,11H 42M 1.875S,13.6501,4.561372,2.2166,0.1357,0,42121.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.468,11H 42M 1.91700000000128S,13.6502,4.561358,2.2166,0.1357,0,42121.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.492,11H 42M 1.95799999999872S,13.6504,4.561351,2.2166,0.1357,0,42121.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.516,11H 42M 2S,13.6504,4.561372,2.2166,0.1369,0,42122,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.539,11H 42M 2.04200000000128S,13.6502,4.56133,2.2166,0.1369,0,42122.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.561,11H 42M 2.08299999999872S,13.6502,4.561337,2.2178,0.1357,0,42122.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.583,11H 42M 2.125S,13.6502,4.561351,2.2178,0.1369,0,42122.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.605,11H 42M 2.16700000000128S,13.6502,4.561337,2.2178,0.1369,0,42122.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.627,11H 42M 2.20799999999872S,13.65,4.561316,2.2178,0.1369,0,42122.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.649,11H 42M 2.25S,13.6499,4.561337,2.2166,0.1369,0,42122.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.669,11H 42M 2.29200000000128S,13.6501,4.561309,2.2178,0.1357,0,42122.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.69,11H 42M 2.33299999999872S,13.6502,4.561337,2.2166,0.1344,0,42122.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.711,11H 42M 2.375S,13.6502,4.561351,2.2166,0.1344,0,42122.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.731,11H 42M 2.41700000000128S,13.6501,4.561407,2.2178,0.1344,0,42122.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.751,11H 42M 2.45799999999872S,13.6502,4.561358,2.2178,0.1344,0,42122.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.77,11H 42M 2.5S,13.6502,4.561344,2.2166,0.1332,0,42122.5,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.791,11H 42M 2.54200000000128S,13.6502,4.561351,2.2166,0.1332,0,42122.542,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.812,11H 42M 2.58299999999872S,13.6502,4.561372,2.2178,0.1332,0,42122.583,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.833,11H 42M 2.625S,13.6502,4.561386,2.2166,0.132,0,42122.625,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.853,11H 42M 2.66700000000128S,13.6502,4.561358,2.2166,0.1332,0,42122.667,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.873,11H 42M 2.70799999999872S,13.6502,4.561379,2.2178,0.132,0,42122.708,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.892,11H 42M 2.75S,13.6501,4.561351,2.2178,0.1332,0,42122.75,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.912,11H 42M 2.79200000000128S,13.6501,4.561379,2.2166,0.132,0,42122.792,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.933,11H 42M 2.83299999999872S,13.6502,4.561358,2.2166,0.132,0,42122.833,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.954,11H 42M 2.875S,13.6502,4.561379,2.2178,0.1295,0,42122.875,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.975,11H 42M 2.91700000000128S,13.6502,4.561379,2.2178,0.1295,0,42122.917,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
386.997,11H 42M 2.95799999999872S,13.6502,4.561358,2.2178,0.1295,0,42122.958,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.02,11H 42M 3S,13.6503,4.561408,2.2178,0.1295,0,42123,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.043,11H 42M 3.04200000000128S,13.6504,4.561387,2.2178,0.1295,0,42123.042,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.067,11H 42M 3.08299999999872S,13.6502,4.561387,2.2178,0.1295,0,42123.083,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.09,11H 42M 3.125S,13.6506,4.561415,2.2178,0.1295,0,42123.125,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.113,11H 42M 3.16700000000128S,13.6503,4.561401,2.2178,0.1295,0,42123.167,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.138,11H 42M 3.20799999999872S,13.6502,4.56138,2.2178,0.1295,0,42123.208,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.162,11H 42M 3.25S,13.6501,4.561359,2.2166,0.1295,0,42123.25,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.187,11H 42M 3.29200000000128S,13.6498,4.561324,2.2166,0.1307,0,42123.292,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.213,11H 42M 3.33299999999872S,13.6496,4.561331,2.2178,0.1307,0,42123.333,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.239,11H 42M 3.375S,13.649,4.561261,2.2178,0.132,0,42123.375,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.265,11H 42M 3.41700000000128S,13.6492,4.56124,2.2166,0.132,0,42123.417,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
387.292,11H 42M 3.45799999999872S,13.6485,4.561176,2.2178,0.132,0,42123.458,NA,Jun,11,2021,NA,NA,NA,NA,NA,NA,NA,11 Jun 2021
